sentence,priority
"Featuring a dangerously seductive performance from the great Daniel Auteuil , `` Sade '' covers the same period as Kaufmann 's `` Quills '' with more unsettlingly realistic results .",0
A movie that seems motivated more by a desire to match mortarboards with Dead Poets Society and Good Will Hunting than by its own story .,0
"A very well-made , funny and entertaining picture .",0
Director Oliver Parker labors so hard to whip life into The Importance of Being Earnest that he probably pulled a muscle or two .,0
"What makes How I Killed My Father compelling , besides its terrific performances , is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching .",0
"This film was made to get laughs from the slowest person in the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions .",0
Sweet Home Alabama certainly wo n't be remembered as one of -LRB- Witherspoon 's -RRB- better films .,0
"In the end , all you can do is admire the ensemble players and wonder what the point of it is .",0
"According to Wendigo , ` nature ' loves the members of the upper class almost as much as they love themselves .",0
About one in three gags in White 's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook .,0
"This is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , Scorsese 's best in more than a decade .",0
A different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .,0
"Prancing his way through the tailor-made part of a male hooker approaching the end of his vitality , Jagger obviously relishes every self-mocking moment .",0
"Too intensely focused on the travails of being Hal Hartley to function as pastiche , No Such Thing is Hartley 's least accessible screed yet .",0
Like Mike is n't interested in recycling old cliches .,0
Boasts enough funny dialogue and sharp characterizations to be mildly amusing .,0
Cool .,0
It 's too interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience .,0
"No , I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",0
"The film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .",0
"It 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .",0
A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,0
"... in no way original , or even all that memorable , but as downtown Saturday matinee brain candy , it does n't disappoint .",0
"` Possession , ' based on the book by A.S. Byatt , demands that LaBute deal with the subject of love head-on ; trading in his cynicism for reverence and a little wit",0
"This method almost never fails him , and it works superbly here .",0
One fantastic -LRB- and educational -RRB- documentary .,0
Rubbo runs through a remarkable amount of material in the film 's short 90 minutes .,0
My Wife Is an Actress works as well as it does because -LRB- the leads -RRB- are such a companionable couple .,0
"There 's an audience for it , but it could have been funnier and more innocent .",0
Engagingly captures the maddening and magnetic ebb and flow of friendship .,0
"Rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .",0
An hour and a half of joyful solo performance .,0
"Vaguely interesting , but it 's just too too much .",0
Solondz is so intent on hammering home his message that he forgets to make it entertaining .,0
"If you liked the 1982 film then , you 'll still like it now .",0
The movie stays afloat thanks to its hallucinatory production design .,0
The only question ... is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering .,0
It 's a stunning lyrical work of considerable force and truth .,0
"Despite its shortcomings , Girls Ca n't Swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the French coming-of-age genre .",0
"Claire is a terrific role for someone like Judd , who really ought to be playing villains .",0
"You would n't call The Good Girl a date movie -LRB- an anti-date movie is more like it -RRB- , but when it 's good , it 's good and horrid .",0
Delight your senses and crash this wedding !,0
"-LRB- NÃ¦s -RRB- directed the stage version of Elling , and gets fine performances from his two leads who originated the characters on stage .",0
"May be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .",0
"Most of the supporting characters in Eastwood films are weak , as are most of the subplots .",0
"Yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family ...",0
`` Roger Michell -LRB- '' Notting Hill `` -RRB- directs a morality thriller . '',0
A fast paced and suspenseful Argentinian thriller about the shadow side of play .,0
"It 's sweet , harmless , dumb , occasionally funny and about as compelling as a fishing show .",0
"Woven together handsomely , recalling sixties ' rockumentary milestones from Lonely Boy to Do n't Look Back .",0
