sentence,priority
"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there 's little to be learned from watching ` Comedian '",0
Starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other Hollywood-action cliches .,0
"The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .",0
The film is really not so much bad as bland .,0
"Even the imaginative gore ca n't hide the musty scent of Todd Farmer 's screenplay , which is a simple retread of the 1979 Alien , with a plucky heroine battling a monster loose in a spaceship .",0
"A vibrant , colorful , semimusical rendition .",0
"the film belongs to the marvelous Verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public",0
A muddy psychological thriller rife with miscalculations .,0
"The most wondrous love story in years , it is a great film .",0
It 's a movie that accomplishes so much that one viewing ca n't possibly be enough .,0
"Never quite transcends jokester status ... and the punchline does n't live up to Barry 's dead-eyed , perfectly chilled delivery .",0
Pretentious editing ruins a potentially terrific flick .,0
Much smarter and more attentive than it first sets out to be .,0
"As aimless as an old pickup skidding completely out of control on a long patch of black ice , the movie makes two hours feel like four .",0
"It shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .",0
Slight but enjoyable documentary .,0
This is the best Star Trek movie in a long time .,0
"I liked the movie , but I know I would have liked it more if it had just gone that one step further .",0
Often shocking but ultimately worthwhile exploration of motherhood and desperate mothers .,0
Topics that could make a sailor blush - but lots of laughs .,0
Happy Times maintains an appealing veneer without becoming too cute about it .,0
"Barney 's ideas about creation and identity do n't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour 's worth of actual material .",0
"Sometimes entertaining , sometimes indulgent -- but never less than pure wankery .",0
Scott delivers a terrific performance in this fascinating portrait of a modern Lothario .,0
A movie in which two not very absorbing characters are engaged in a romance you ca n't wait to see end .,0
"This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .",0
"-LRB- CuarÃ³n has -RRB- created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy .",0
"It takes you somewhere you 're not likely to have seen before , but beneath the exotic surface -LRB- and exotic dancing -RRB- it 's surprisingly old-fashioned .",0
"I wish I could say `` Thank God It 's Friday '' , but the truth of the matter is I was glad when it was over .",0
"If Borstal Boy is n't especially realistic , it is an engaging nostalgia piece .",0
"Well , it does go on forever .",0
Pipe Dream does have its charms .,0
"It uses an old-time formula , it 's not terribly original and it 's rather messy -- but you just have to love the big , dumb , happy movie My Big Fat Greek Wedding .",0
A movie that feels like the pilot episode of a new teen-targeted action TV series .,0
More dutiful than enchanting ... terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .,0
"So unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` Safe ! '",0
"When the first few villians are introduced as `` Spider '' and `` Snake '' you know you 're in for a real winner , creativity at its peak .",0
One of those joyous films that leaps over national boundaries and celebrates universal human nature .,0
"Good fun , good action , good acting , good dialogue , good pace , good cinematography .",0
To call The Other Side of Heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be .,0
The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .,0
It 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .,0
"While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .",0
The most brilliant work in this genre since the 1984 uncut version of Sergio Leone 's flawed but staggering Once Upon a Time in America .,0
"Sillier , cuter , and shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema .",0
"A pointed , often tender , examination of the pros and cons of unconditional love and familial duties .",0
A well made indieflick in need of some trims and a more chemistry between its stars .,0
The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally .,0
"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",0
"Feels at times like a giant commercial for Universal Studios , where much of the action takes place .",0
